Fuel Type Code,Station Name,Street Address,Intersection Directions,city,State,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Open_Date
ELEC,625 GARAGE,625 2nd St.,STATION 1,San Francisco,CA,Public,24 hours daily,,2,,
ELEC,"Walmart 1879 - Barstow, CA",301 Montara Road,,Barstow,CA,Public,24 hours daily,,,8,
ELEC,Shaw and Dewitt - Clovis,540 Shaw Avenue,,Clovis,CA,Public,24 hours daily,,,4,
ELEC,Bishop Ranch,2527 Camino Ramon,,San Ramon,CA,Public,24 hours daily; Also accepts Paypal,,15,,8/14/2019
ELEC,MetroLink,10040 Old Depot Plaza Rd,,Chatsworth,CA,Public,24 hours daily; Also accepts Paypal,,3,,4/19/2018
ELEC,UCLA Medical Center Garage,1211 16th St,,Santa Monica,CA,Public,24 hours daily; Also accepts Paypal,,4,,8/31/2018
ELEC,Cos Bar,"13050 San Vincente Blvd, Suite 101",,Los Angeles,CA,Public,24 hours daily; Also accepts Paypal,,1,,8/25/2017
ELEC,Baxalta Los Angeles,15903 Strathern St,,Van Nuys,CA,Private,24 hours daily; Also accepts Paypal,,2,,8/30/2019
ELEC,Centennial Recreation Center,171 W Edmundson Ave,,Morgan Hill,CA,Public,24 hours daily; Also accepts Paypal,,2,,4/22/2019
ELEC,Fairfield Inn - Fresno,1710 W Shaw Ave,,Fresno,CA,Public,24 hours daily; Also accepts Paypal,,6,,4/28/2019
ELEC,Crossroads School for Arts & Sciences,1736 22nd St,,Santa Monica,CA,Private,24 hours daily; Also accepts Paypal,,1,,4/5/2019
ELEC,Dentt Development,1830 N Marshall Ave,,El Cajon,CA,Public,24 hours daily; Also accepts Paypal,,2,,8/16/2019
ELEC,GT Auto Detail Supply,1920-1934 N Marshall Ave,,El Cajon,CA,Public,24 hours daily; Also accepts Paypal,,3,,8/16/2019
ELEC,Arcadia Public Library,20 W Duarte Rd,,Arcadia,CA,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,4,,4/2/2019
ELEC,Eden Gardens Elementary School,2184 Thayer Ave,,Hayward,CA,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,2,,8/22/2019
ELEC,Fairview Elementary School,23515 Maud Ave,,Hayward,CA,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,2,,4/18/2019
ELEC,The Commons at Valencia,25152 Springfield Ct,,Santa Clarita,CA,Private,24 hours daily; Also accepts Paypal,,6,,8/2/2018
ELEC,Tyrrell Elementary School,27000 Tyrrell Ave,,Hayward,CA,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,2,,8/22/2019
ELEC,Lorin Eden Elementary School,27790 Portsmouth Ave,,Hayward,CA,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,1,,8/23/2019
ELEC,Ruus Elementary School,28027 Dickens Ave,,Hayward,CA,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,2,,8/1/2019
ELEC,Big Rock Partners,"315 S Beverly Dr, Suite 404",,Beverly Hills,CA,Private,24 hours daily; Also accepts Paypal,,4,,8/30/2018
ELEC,Bobit Business Media,3520 Challenger St,,Torrance,CA,Private,24 hours daily; Also accepts Paypal,,6,,8/31/2018
ELEC,Dell,5455 Great American Pkwy,,Santa Clara,CA,Public,24 hours daily; Also accepts Paypal,,1,,4/24/2018
ELEC,Dell,5480 Great American Pkwy,,Santa Clara,CA,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,17,,4/24/2018
ELEC,City of Azusa,745 N Azusa Ave,,Azusa,CA,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,4,,8/15/2019
ELEC,Longwood Elementary School,850 Longwood Ave,,Hayward,CA,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,2,,8/1/2019
ELEC,Pierce Joint Unified School District,950 Wild Wood Rd,,Arbuckle,CA,Public,24 hours daily; Also accepts Paypal,,2,,8/21/2019
ELEC,DC CORRIDOR,16868 Stoddard Wells Rd,"VVILLE M6 DC1; -
VVILLE M6 DC2; Entrance - Northeast corner
VVILLE M6 L2; Entrance - Northeast corner",Victorville,CA,Public,24 hours daily,,2,4,
ELEC,BELLFLOWER CITY,16337 Bellflower Blvd,"SPACE 10; Rooftop
STATION 1; Bottom floor entrance 
STATION 2; Bellflower at entrance right side 
STATION 3; Bellflower st entrance right side
STATION 4; First right in parking structure
STATION 5; First right after entrance 
STATION 6; 2nd floor
STATION 7; 2nd floor 
STATION 8; 2nd floor
STATION 9; 3rd floor",Bellflower,CA,Public,24 hours daily,,18,,
ELEC,STARPOINT,1320 E Shaw Ave,"STARPOINT #1; N.W. Side of Property
STARPOINT #2; N.W. Side of Property 
STARPOINT #3; N.W. Side of Property
STARPOINT #4; N.W. Side of Property 
STARPOINT #5; N.W. Side of Property",Fresno,CA,Public,24 hours daily,,10,,
ELEC,LADOT Lot 745 â€“ Hollywood Blvd,6801 Hollywood Blvd,,Hollywood,CA,Public - Credit card at all times,24 hours daily,,,6,1/20/2020
ELEC,TOPA,1800 Avenue of the Stars,1800 AOS 3; -,Los Angeles,CA,Public,24 hours daily,,2,,
ELEC,11175 Glenoaks Blvd,11175 Glenoaks Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,4839 Laurel Canyon Blvd,4839 Laurel Canyon Blvd,,Valley Village,CA,Public,24 hours daily,,1,,
ELEC,Vintage Oaks Shopping Center - Tesla Supercharger,208 Vintage Way,,Novato,CA,Public,24 hours daily; for Tesla use only,,,20,4/3/2020
ELEC,Powell Street Plaza - Tesla Supercharger,5795 Christie Avenue,,Emeryville,CA,Public,24 hours daily; for Tesla use only,,,12,4/3/2020
ELEC,Los Altos High School - Tesla Stations,201 Almond Ave,,Los Altos,CA,Public,24 hours daily,,3,,3/16/2018
ELEC,Ace Parking - 900 13th St Garage,900 13th St,"Employees and guests only.
",Sacramento,CA,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,
ELEC,DELTA AIR LINES,7540 World Way W,"WWW 01; This is the charger to the west. There are 2 chargers and this one is the most west charger.
WWW 02; This is the charging station to the East. There are 2 charging stations located 2 parking spaces from each other.  This is the East most charging station.",Los Angeles,CA,Public,24 hours daily,,4,,
ELEC,Shops at Mission Viejo,555 Shops Blvd.,,Mission Viejo,CA,Public,24 hours daily,,,4,
ELEC,9776 S Sepulveda Blvd,9776 S Sepulveda Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,17415 Vanowen St,17415 Vanowen St,,Lake Balboa,CA,Public,24 hours daily,,1,,
ELEC,Fairmont Plaza,50 W San Fernando St,,San Jose,CA,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,
ELEC,Twinsteps Architecture,4223 E Anaheim St,"Chargers are on the back of the 
Building. South-East Side of the 
Property.
",Long Beach,CA,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,4,,
ELEC,GSA CW,300-354 W 1st St,350 WEST 1ST,Los Angeles,CA,Public,24 hours daily,,2,,
ELEC,Apollo Center,"10307 Lakewood Blvd, # 1041",,Downey,CA,Public,24 hours daily,,,3,
ELEC,176 S Virgil Ave,176 S Virgil Ave,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,2442 Marengo St,2442 Marengo St,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,Enclave Apartments,1270 East Avenue,,Chico,CA,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,2,,
ELEC,COUNTY,2310 N. First Street,"CHARCOT EV10; Main Entrance
CHARCOT EV5; Main Entrance
CHARCOT EV6; Main Entrance
CHARCOT EV7; Main Entrance
CHARCOT EV8; Main Entrance
CHARCOT EV9; Main Entrance",North San Jose,CA,Public,24 hours daily,,11,,
ELEC,COUNTY,2310 N 1st St,"CHARCOT EV1; Main Entrance
CHARCOT EV2; Main Entrance 
CHARCOT EV3; Main Entrance
CHARCOT EV4; -",San Jose,CA,Public,24 hours daily,,8,,
ELEC,Beyond Mart,12970 Day St,Eucalyptus and Day street,Moreno Valley,CA,Public,24 hours daily,,,6,4/1/2020
ELEC,Embassy Suites - Sacramento,100 Capitol Mall,,Sacramento,CA,Public,24 hours daily; for guest use only,,4,,3/20/2020
ELEC,Hyatt Place - Fresno,7333 N Fresno St,,Fresno,CA,Public,24 hours daily,,4,,2/20/2020
ELEC,Calabasas Tennis and Swim Club,23400 Park Sorrento,,Calabasas,CA,Public,24 hours daily,,,2,
ELEC,ESSEX,410 Station Park Cir,"PARK GREEN 10; 1st floor parking structure 
PARK GREEN 9; 2nd floor parking structure",San Mateo,CA,Public,24 hours daily,,4,,
ELEC,WEHO,7242 Santa Monica Blvd,"7242 SMB 1; Curbside
7242 SMB 2; Curbside",West Hollywood,CA,Public,24 hours daily,,4,,
ELEC,WEHO,401 N San Vicente Blvd,"401 SVB 1; -
401 SVB 2; Curbside",West Hollywood,CA,Public,24 hours daily,,4,,
ELEC,MBZOXNARD,1511 Auto Center Dr,"MBZOXNARD; STATION ACROSS FROM MBZ SHOWROOM, NEAR SERVICE DRIVE, OPEN DURING BUSINESS HOURS, FRONT GATE LOCKED AT CLOSE OF BUSINESS DAY",Oxnard,CA,Public,24 hours daily,,2,,
ELEC,7428 S Sepulveda Blvd,7428 S Sepulveda Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,707 WILSHIRE,707 Wilshire Blvd,,Los Angeles,CA,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,
ELEC,PD,73510 Fred Waring Dr,"CITY HALL #1
CITY HALL #2
CITY HALL #3",Palm Desert,CA,Public,24 hours daily,,2,4,
ELEC,2104 Colorado Blvd,2104 Colorado Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,2261 Colorado Blvd,2261 Colorado Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,21021 Devonshire St,21021 Devonshire St,,Chatsworth,CA,Public,24 hours daily,,1,,
ELEC,CITY OF VALLEJO,415 Santa Clara St,"STATION 1
STATION 2
STATION 3
STATION 4; Level P1
STATION 5",Vallejo,CA,Public,24 hours daily,,10,,
ELEC,Traver Joint Elem School,36736 Canal Dr.,,Traver,CA,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,
ELEC,PRP OCEANSIDE,1928 S Moreno Street,"A01; Straight in from the driveway 
A02; Straight in from the driveway
B01; Straight in from the driveway
B02 B03; Straight in from the driveway
B04; Straight in from the driveway
B05 B06; Straight in from the driveway
B07 B08; Straight in from the driveway
B09 B10; Straight in from the driveway 
B13 B14; Straight in from the driveway
B15 B16; Straight in from the driveway
B19 B20; Strait in from the driveway",Oceanside,CA,Public,24 hours daily,,16,4,
ELEC,PRP OCEANSIDE,1330 Vista Way,"B11 B12; Straight in from the driveway
B17 B18; Straight in from the driveway",Oceanside,CA,Public,24 hours daily,,4,,
ELEC,CHUSD ADMIN BLD,657 Sunset St,"CHUSD DO #1
CHUSD DO #2",Coalinga,CA,Public,24 hours daily,,2,,
ELEC,CHUSD ADMIN BLD,36131 N St,"HES #1
HES #2
HES #3
HES #4",Huron,CA,Public,24 hours daily,,4,,
ELEC,Moorpark Metrolink Station (South Lot),300 High Street,,Moorpark,CA,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,
ELEC,DC CORRIDOR,39440 10th St W,TARGETPDALE DC2; East side parking lot facing 10th Street W,Palmdale,CA,Public,24 hours daily,,,2,
ELEC,24HUNDRED,2360 Mission College Blvd,"STATION 1
STATION 10
STATION 2
STATION 3; Parking Garage lvl B1
STATION 4
STATION 5
STATION 6
STATION 7
STATION 8
STATION 9",Santa Clara,CA,Public,24 hours daily,,18,,
ELEC,City of Manhattan Beach - Upper South Pier Parking Lot,1121 Ocean Dr,,Manhattan Beach,CA,Public,24 hours daily; five hour parking limit,,2,,4/14/2020
ELEC,City of Manhattan Beach - Upper North Pier Parking Lot,1123 Ocean Dr,,Manhattan Beach,CA,Public,24 hours daily; five hour parking limit,,2,,4/14/2020
ELEC,City of Manhattan Beach - Parking Lot 2,220 12th St,,Manhattan Beach,CA,Public,24 hours daily; two hour parking limit,,2,,4/14/2020
ELEC,City of Manhattan Beach - Parking Lot 3,310-398 12th St,,Manhattan Beach,CA,Public,24 hours daily; two hour parking limit,,2,,4/14/2020
ELEC,City of Manhattan Beach - Metlox,1210 N Morningside Dr,,Manhattan Beach,CA,Public,24 hours daily; two hour parking limit,,2,,4/14/2020
ELEC,City of Manhattan Beach - Joslyn Center,1601 N Valley Dr,,Manhattan Beach,CA,Public,24 hours daily; two hour parking limit,,2,,4/14/2020
ELEC,City of Manhattan Beach - Live Oak Park,1655 N Valley Dr,,Manhattan Beach,CA,Public,24 hours daily; two hour parking limit,,2,,4/14/2020
ELEC,City of Manhattan Beach - Parking Lot 4,3738 Highland Ave,,Manhattan Beach,CA,Public,24 hours daily; two hour parking limit,,2,,4/14/2020
ELEC,City of Manhattan Beach - Manhattan Beach Art Center,1560 Manhattan Beach Blvd,,Manhattan Beach,CA,Public,24 hours daily; two hour parking limit,,2,,4/14/2020
ELEC,California State Polytechnic University - Parking Lot H,3801 W Temple Ave,,Pomona,CA,Public,24 hours daily; parking permit required,,22,,4/14/2020
ELEC,EV BLDG K,4010 Point Eden Way,"STATION 1
STATION 2",Hayward,CA,Public,24 hours daily,,2,1,
ELEC,5216 Bakman Ave,5216 Bakman Ave,,North Hollywood,CA,Public,24 hours daily,,1,,
ELEC,7952 W 3rd St,7952 W 3rd St,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,5712 W Pico Blvd,5712 W Pico Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,Walmart 2242 Anaheim,440 N. Euclid St.,,Anaheim,CA,Public,24 hours daily,,,10,
ELEC,10654 W Magnolia Blvd,10654 W Magnolia Blvd,,North Hollywood,CA,Public,24 hours daily,,1,,
ELEC,11169 Weddington St,11169 Weddington St,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,6040 Jefferson Blvd,6040 Jefferson Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,Walmart 1692 Colton,1120 S. Mount Vernon Avenue,,Colton,CA,Public,24 hours daily,,,6,
ELEC,BOA Emeryville CA4-137,4120 San Pablo Avenue,,Emeryville,CA,Public,24 hours daily,,1,3,
ELEC,10645 Glenoaks Blvd,10645 Glenoaks Blvd,,Pacoima,CA,Public,24 hours daily,,1,,
ELEC,2310 Lillyvale Ave,2310 Lillyvale,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,2256 Colorado Blvd,2256 Colorado Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,DC CORRIDOR,36017 Calico Rd,"EDDIES Y DC1; -
EDDIES Y DC3; -",Yermo,CA,Public,24 hours daily,,,4,
ELEC,PARKWOODVILLAGE,1033 Southwood Dr,STATION 1; -,San Luis Obispo,CA,Public,24 hours daily,,1,,
ELEC,City of Palm Springs - International Airport,3400 E Tahquitz Canyon Way,,Palm Springs,CA,Public,24 hours daily; pay lot,,2,,4/20/2020
ELEC,Bank of America - Concord,2000 Clayton Rd,,Concord,CA,Private,,,4,,1/15/2019
ELEC,Hilton Oak,1 Hegenberger Rd,,Oakland,CA,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,
ELEC,PRP NATIONALCTY,2300 Sweetwater Rd,"A01; -
A02; -
B01; -
B02; -
B03; -
B04; -
B05 B06; -
B07 B08; -
B09 B10; -
B11 B12; -
B13 B14; -
B15 B16; -
B17 B18; -
B19 B20; -",National City,CA,Public,24 hours daily,,20,4,
ELEC,City of Palmdale - Park and Ride,210 East Ave S,,Palmdale,CA,Public - Credit card at all times,24 hours daily,,,8,3/25/2020
ELEC,Russell Lot,4642 Russell Ave,,Los Feliz,CA,Public - Credit card at all times,24 hours daily,,,8,3/11/2020
ELEC,Colby Ave Lot,1615 Colby Ave,,Los Angeles,CA,Public - Credit card at all times,24 hours daily,,,8,3/11/2020
ELEC,Gardner Lot,1451 N Gardner St,,Hollywood,CA,Public - Credit card at all times,24 hours daily,,,8,3/11/2020
ELEC,Burbank Elementary School,222 Burbank St,,Hayward,CA,Public - Credit card at all times,24 hours daily,,2,,2/14/2020
ELEC,Shepherd Elementary School,27211 Tyrrell Ave,,Hayward,CA,Public - Credit card at all times,24 hours daily,,2,,10/3/2019
ELEC,Schafer Park Elementary School,26268 Flamingo Ave,,Hayward,CA,Public - Credit card at all times,24 hours daily,,2,,10/29/2019
ELEC,John Muir Elementary School,24823 Soto Rd,,Hayward,CA,Public - Credit card at all times,24 hours daily,,2,,10/3/2019
ELEC,Tennyson High School,27035 Whitman St,,Hayward,CA,Public - Credit card at all times,24 hours daily,,10,,10/9/2019
ELEC,Anthony W Ochoa Middle School,2121 Depot Rd,,Hayward,CA,Public - Credit card at all times,24 hours daily,,2,,7/26/2019
ELEC,Strobridge Elementary School,21400 Bedford Dr,,Hayward,CA,Public - Credit card at all times,24 hours daily,,2,,7/23/2019
ELEC,Stonebrae Elementary School,28761 Hayward Blvd,,Hayward,CA,Public - Credit card at all times,24 hours daily,,2,,5/24/2019
ELEC,Hayward Unified School District,24411 Amador St,,Hayward,CA,Public - Credit card at all times,24 hours daily,,10,,7/26/2019
ELEC,The Hayward Center for Education and Careers,22100 Princeton St,,Hayward,CA,Public - Credit card at all times,24 hours daily,,10,,6/4/2020
ELEC,Love's Travel Stop,1553 W Colony Rd,,Ripon,CA,Public,24 hours daily,,2,4,3/1/2020
ELEC,MAYAEV,1240 MAYACAMA Club Dr,MAYAEV,Santa Rosa,CA,Public,24 hours daily,,2,,
ELEC,LONG BEACH,4435 E Ocean Blvd,"GRANADA 4; -
GRENADA DC 1
GRENADA DC 2",Long Beach,CA,Public,24 hours daily,,2,4,
ELEC,NEW ERA,682 Rancheros Dr,NEW ERA; Behind Wild Barrel Brewery (North),San Marcos,CA,Public,24 hours daily,,2,,
ELEC,Whole Foods Novato,790 De Long Avenue,,Novato,CA,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,1,,
ELEC,4CD,500 Court St,DO; -,Martinez,CA,Public,24 hours daily,,2,,
ELEC,5350 San Vicente Blvd,5350 San Vicente Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,Ventana Medical Mountain View Research Park,203 Ravendale Road,,Mountain View,CA,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,3,,
ELEC,NORCO CITY HALL,2870 Clark Ave,"NORCO CH-1; City Hall Parking Lot
NORCO CH-2",Norco,CA,Public,24 hours daily,,,4,
ELEC,DC CORRIDOR,36017 Calico Blvd,"EDDIES Y DC2; -
EDDIES Y L2; -",Yermo,CA,Public,24 hours daily,,2,2,
ELEC,9889 Beachy Ave,9889 Beachy Ave,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,7178 Tujunga Ave,7178 Tujunga Ave,,North Hollywood,CA,Public,24 hours daily,,1,,
ELEC,7123 Tampa Ave,7123 Tampa Ave,,Reseda,CA,Public,24 hours daily,,1,,
ELEC,1140 E CLIFF DR,1140 E Cliff Dr,1140 ECD; -,Santa Cruz,CA,Public,24 hours daily,,2,,
ELEC,550 KEARNY,665 Sacramento St,STATION 1; Inside parking garage ground level,San Francisco,CA,Public,24 hours daily,,2,,
ELEC,8935 Mason Ave,8935 Mason Ave,,Chatsworth,CA,Public,24 hours daily,,1,,
ELEC,4349 E Valley Blvd,4349 E Valley Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,University of San Diego - Main,5998 Alcala Park,"Public parking while charging, visitor 
parking permit required
",San Diego,CA,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,8,,
ELEC,QUAGLINO PROP,892 Aerovista Pl,"STATION 1; -
STATION 2; -",San Luis Obispo,CA,Public,24 hours daily,,4,,
ELEC,9818 Reseda Blvd,9818 Reseda Blvd,,Northridge,CA,Public,24 hours daily,,1,,
ELEC,Santa Fe Christian Schools,838 Academy Drive,,Solana Beach,CA,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,4,,
ELEC,THE CREST,207 E Seaside Way,"STATION 1
STATION 2",Long Beach,CA,Public,24 hours daily,,3,,
ELEC,MCE,1125 Tamalpais Ave,,San Rafael,CA,Public,24 hours daily,,9,,
ELEC,4977 Hollywood Blvd,4977 Hollywood Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,9911 Beverly Green Dr,9911 Beverly Green Dr,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,13831 Riverside Dr,13831 Riverside Dr,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,10654 Vinedale St,10654 Vinedale St,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,14227 W Magnolia Blvd,14227 W Magnolia Blvd,,Van Nuys,CA,Public,24 hours daily,,1,,
ELEC,10517 San Fernando Rd,10517 San Fernando Rd,,Pacoima,CA,Public,24 hours daily,,1,,
ELEC,4240 Fulton Ave,4240 Fulton Ave,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,13214 Moorpark St,13214 Moorpark St,,Van Nuys,CA,Public,24 hours daily,,1,,
ELEC,Camino Real Marketplace - Tesla Supercharger,7004 Marketplace Drive,,Goleta,CA,Public,24 hours daily; for Tesla use only,,,12,5/8/2020
ELEC,RINCON CENTER,121 Spear St,"RINCON 1; -
RINCON 2; -
RINCON 3; -",San Francisco,CA,Public,24 hours daily,,6,,
ELEC,CP AUTO 1,101 Clinton Rd,HIE 1; On south side of building,Jackson,CA,Public,24 hours daily,,2,,
ELEC,EVSP WALGREENS,18430 Sherman Way,STORE 6648; -,Los Angeles,CA,Public,24 hours daily,,2,,
ELEC,4880ELCAMINOREA,4880 El Camino Real,STATION 1; In parking garage,Los Altos,CA,Public,24 hours daily,,1,,
ELEC,ALEXAN BAHAY,1910 W Temple St,"ALEXAN BAHAY 1
ALEXAN BAHAY 2",Los Angeles,CA,Public,24 hours daily,,4,,
ELEC,5263 Packard,5263 Packard,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,11185 Hindry Ave,11185 Hindry,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,5441 E Valley Blvd,5441 E Valley Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,10634 Valparaiso St,10634 Valparaiso St,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,2044 Reservoir St,2044 Reservoir St,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,10949 Huston St,10949 Huston Street,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,4236 Longridge Ave,4236 Longridge Ave,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,THE CREST,235 E Seaside Way,"STATION 3
STATION 4
STATION 5",Long Beach,CA,Public,24 hours daily,,3,,
ELEC,RCEA EV NETWORK,707 L St,NCUAQMD;  Behind AQMD building,Eureka,CA,Public,24 hours daily,,2,,
ELEC,RCEA EV NETWORK,2719 Dolbeer St,"EUR STJ 1; Near hospital main entrance
EUR STJ 2; Near hospital main entrance",Eureka,CA,Public,24 hours daily,,4,,
ELEC,RCEA EV NETWORK,4th St Parking Lot,FRN-4TH; 4th St public parking lot,Ferndale,CA,Public,24 hours daily,,2,,
ELEC,Z SUPPLY,3500 Hyland Ave,"3500 HYLAND 01
3500 HYLAND 02",Costa Mesa,CA,Public,24 hours daily,,4,,
ELEC,8800 S Hoover St,8800 S Hoover St,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,HARTNELLCOLLEGE,"411 Central Ave Floor 1-GB,","CENTRAL AVE 2; Parking garage, first floor south side of the building. Section GB",Salinas,CA,Public,24 hours daily,,2,,
ELEC,City of Porterville,555 N Prospect St,,Porterville,CA,Private,,,,10,3/1/2020
ELEC,DC CORRIDOR,20672 Tracy Ave #102,"BUTTONW DC 1; Front Northwest corner of parking lot
BUTTONW DC 2; -
BUTTONW DC 3; Front/Northwest corner of parking lot
BUTTONW L2; Front/Northwest Corner of Parking Lot",Buttonwillow,CA,Public,24 hours daily,,2,6,
ELEC,CC STATION 1,23081 Via Campo Verde,"CT4000 3
CT4000 4",Laguna Woods,CA,Public,24 hours daily,,4,,
ELEC,LAGUNA BEACH,505 Forest Ave,"FOREST AVE 01; Station is in Lot 12.
FOREST AVE 02; Station is in Lot 11.
FOREST AVE 03; -
FOREST AVE 04; Station is in Lot 11.",Laguna Beach,CA,Public,24 hours daily,,7,,
ELEC,WIND RIVER PARK,18141 Beach Blvd,STATION 1; Ground floor parking garage under the 3 story office bldg,Huntington Beach,CA,Public,24 hours daily,,2,,
ELEC,703 Robertson,123 Robertson Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,5217 Satsuma Ave,5217 Satsuma Ave,,North Hollywood,CA,Public,24 hours daily,,1,,
ELEC,5032 Lankershim Blvd,5032 Lankershim Blvd,,North Hollywood,CA,Public,24 hours daily,,1,,
ELEC,19510 Ventura Blvd,19510 Ventura Blvd,,Tarzana,CA,Public,24 hours daily,,1,,
ELEC,19545 Ventura Blvd,19545 Ventura Blvd,,Tarzana,CA,Public,24 hours daily,,1,,
ELEC,5616 Hazeltine Ave,5616 Hazeltine Ave,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,14431 Burbank Bl,14431 Burbank Blvd,,Sherman Oaks,CA,Public,24 hours daily,,1,,
ELEC,998 S Hobart Blvd,998 S Hobart Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,SLTCHARGEPOINT,3860 Lake Tahoe Blvd,ECONO LODGE 3; Front of the office,South Lake Tahoe,CA,Public,24 hours daily,,2,,
ELEC,SLTCHARGEPOINT,3876 Lake Tahoe Blvd,FAIRBRIDGE 4; 2 story building,South Lake Tahoe,CA,Public,24 hours daily,,2,,
ELEC,SLTCHARGEPOINT,4126 Pine Blvd,QUALITY INN 2;  Backside of 3 story building,South Lake Tahoe,CA,Public,24 hours daily,,2,,
ELEC,SLTCHARGEPOINT,4127 Pine Blvd,QUALITY INN 1; Front of the office,South Lake Tahoe,CA,Public,24 hours daily,,2,,
ELEC,Caltrans District 11 Headquarters,"4050 Taylor St, Stop 250",,San Diego,CA,Public,24 hours daily,,,6,
ELEC,Luxe Broadway LLC,1502 Broadway St,"Parking garage below the Bixby 
Apartments. Restricted access
",Santa Monica,CA,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,1,,
ELEC,LUX ART INST.,1578 El Camino Real,LUX ART MUSEUM,Encinitas,CA,Public,24 hours daily,,2,,
ELEC,1248 Westwood Blvd,1248 Westwood Blvd,,Los Angeles,CA,Public,24 hours daily,,1,,
ELEC,11048 Huston St,11048 Huston St,,Los Angeles,CA,Public,24 hours daily,,1,,
